"email_base","market","asset_name","email_display_name","sfmc_reference_name","journey_name","path_name","email_slug","preview_file","preview_url","has_ampscript","source_system","preview_source","generation_method","status","match_method","sfmc_search_term","sfmc_name_pattern"
"EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","ITM","","Cross-product - APP to ILS 19-24","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ils-offer-19-24","ITM/edmall-app-opp-jb-crosspro-ils-offer-19-24.html","https://cc-content-static.pages.dev/ITM/edmall-app-opp-jb-crosspro-ils-offer-19-24.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_19-24"
"EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","ITM","","Cross-product - APP to ILS 25+","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ils-offer-25","ITM/edmall-app-opp-jb-crosspro-ils-offer-25.html","https://cc-content-static.pages.dev/ITM/edmall-app-opp-jb-crosspro-ils-offer-25.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+","EDMALL_APP_Opp_JB_CROSSPRO_ILS-Offer_25+"
"EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","ITM","","Cross-product - APP to ILSY 15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","Lead Journey","Cross-product path","edmall-app-opp-jb-crosspro-ilsy-offer-15-18","ITM/edmall-app-opp-jb-crosspro-ilsy-offer-15-18.html","https://cc-content-static.pages.dev/ITM/edmall-app-opp-jb-crosspro-ilsy-offer-15-18.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18","EDMALL_APP_Opp_JB_CROSSPRO_ILSY-Offer_15-18"
"EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","ITM","","Cross-product - ILS to APP 19-24","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","Lead Journey","Cross-product path","edmall-ils-opp-jb-crosspro-app-offer-19-24","ITM/edmall-ils-opp-jb-crosspro-app-offer-19-24.html","https://cc-content-static.pages.dev/ITM/edmall-ils-opp-jb-crosspro-app-offer-19-24.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_19-24"
"EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_25+","ITM","","Cross-product - ILS to APP 25+","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_25+","Lead Journey","Cross-product path","edmall-ils-opp-jb-crosspro-app-offer-25","ITM/edmall-ils-opp-jb-crosspro-app-offer-25.html","https://cc-content-static.pages.dev/ITM/edmall-ils-opp-jb-crosspro-app-offer-25.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_25+","EDMALL_ILS_Opp_JB_CROSSPRO_APP-Offer_25+"
"EDMALL_ILSILSY_Opp_JB_CROSSPRO_APP-Offer_15-18","ITM","","Cross-product - ILS/ILSY to APP 15-18","EDMALL_ILSILSY_Opp_JB_CROSSPRO_APP-Offer_15-18","Lead Journey","Cross-product path","edmall-ilsilsy-opp-jb-crosspro-app-offer-15-18","ITM/edmall-ilsilsy-opp-jb-crosspro-app-offer-15-18.html","https://cc-content-static.pages.dev/ITM/edmall-ilsilsy-opp-jb-crosspro-app-offer-15-18.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_ILSILSY_Opp_JB_CROSSPRO_APP-Offer_15-18","EDMALL_ILSILSY_Opp_JB_CROSSPRO_APP-Offer_15-18"
"EDMALL_MU_AMB_AMB_AR","ITM","","Ambassador AR","EDMALL_MU_AMB_AMB_AR","Autoreplies","Ambassador path","edmall-mu-amb-amb-ar","ITM/edmall-mu-amb-amb-ar.html","https://cc-content-static.pages.dev/ITM/edmall-mu-amb-amb-ar.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_AMB_AMB_AR","EDM_MU_AMB_AMB_AR"
"EDMALL_MU_AMB_JBCON_Reasons","ITM","","Ambassador - Reasons","EDMALL_MU_AMB_JBCON_Reasons","Ambassador Journey","Ambassador path","edmall-mu-amb-jbcon-reasons","ITM/edmall-mu-amb-jbcon-reasons.html","https://cc-content-static.pages.dev/ITM/edmall-mu-amb-jbcon-reasons.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_AMB_JBCON_Reasons","Reasons"
"EDMALL_MU_AMB_JBCON_Reminder","ITM","","Ambassador - EF Circle reminder","EDMALL_MU_AMB_JBCON_Reminder","Ambassador Journey","Ambassador path","edmall-mu-amb-jbcon-reminder","ITM/edmall-mu-amb-jbcon-reminder.html","https://cc-content-static.pages.dev/ITM/edmall-mu-amb-jbcon-reminder.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_AMB_JBCON_Reminder","Reminder"
"EDMALL_MU_AMB_JBCON_Rewards","ITM","","Ambassador - Rewards","EDMALL_MU_AMB_JBCON_Rewards","Ambassador Journey","Ambassador path","edmall-mu-amb-jbcon-rewards","ITM/edmall-mu-amb-jbcon-rewards.html","https://cc-content-static.pages.dev/ITM/edmall-mu-amb-jbcon-rewards.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_AMB_JBCON_Rewards","Rewards"
"EDMALL_MU_AMB_JBCON_Testimonials","ITM","","Ambassador - Testimonials","EDMALL_MU_AMB_JBCON_Testimonials","Ambassador Journey","Ambassador path","edmall-mu-amb-jbcon-testimonials","ITM/edmall-mu-amb-jbcon-testimonials.html","https://cc-content-static.pages.dev/ITM/edmall-mu-amb-jbcon-testimonials.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_AMB_JBCON_Testimonials","Testimonials"
"EDMALL_MU_Opp_JBTRN_RESAutoreplyEFcom","ITM","","Reservation AR - EF.com","EDMALL_MU_Opp_JBTRN_RESAutoreplyEFcom","Autoreplies","Reservation: Paid and unpaid autoreply","edmall-mu-opp-jbtrn-resautoreplyefcom","ITM/edmall-mu-opp-jbtrn-resautoreplyefcom.html","https://cc-content-static.pages.dev/ITM/edmall-mu-opp-jbtrn-resautoreplyefcom.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_Opp_JBTRN_RESAutoreplyEFcom","EDMXXX_MU_Opp_JBTRN_RESAR (EF.com)"
"EDMALL_MU_Opp_JBTRN_SFEFPLANNER_PAIDRES","ITM","","Reservation AR - paid (Juno/EFPlanner)","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_PAIDRES","Autoreplies","Reservation: Paid and unpaid autoreply","edmall-mu-opp-jbtrn-sfefplanner-paidres","ITM/edmall-mu-opp-jbtrn-sfefplanner-paidres.html","https://cc-content-static.pages.dev/ITM/edmall-mu-opp-jbtrn-sfefplanner-paidres.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_PAIDRES","EDMMARKETCODE_MU_Opp_JBTRN_SFEFPLANNER_PAIDRES"
"EDMALL_MU_Opp_JBTRN_SFEFPLANNER_ResPaymentConfirmation","ITM","","Reservation AR - EF.com payment confirmation","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_ResPaymentConfirmation","Autoreplies","Reservation: Paid and unpaid autoreply","edmall-mu-opp-jbtrn-sfefplanner-respaymentconfirmation","ITM/edmall-mu-opp-jbtrn-sfefplanner-respaymentconfirmation.html","https://cc-content-static.pages.dev/ITM/edmall-mu-opp-jbtrn-sfefplanner-respaymentconfirmation.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug_alias","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_ResPaymentConfirmation","EDMMARKETCODE_MU_OPP_JBTRN_RESPAYMENT"
"EDMALL_MU_Opp_JBTRN_SFEFPLANNER_UNPAIDRES","ITM","","Reservation AR - unpaid (Juno/EFPlanner)","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_UNPAIDRES","Autoreplies","Reservation: Paid and unpaid autoreply","edmall-mu-opp-jbtrn-sfefplanner-unpaidres","ITM/edmall-mu-opp-jbtrn-sfefplanner-unpaidres.html","https://cc-content-static.pages.dev/ITM/edmall-mu-opp-jbtrn-sfefplanner-unpaidres.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","EDMALL_MU_Opp_JBTRN_SFEFPLANNER_UNPAIDRES","EDMMARKETCODE_MU_Opp_JBTRN_SFEFPLANNER_UNPAIDRES"
"EDMMU_MU_BKN_JB_Revolut","ITM","","Partnership - Revolut","EDMMU_MU_BKN_JB_Revolut_ALL","Booking Journey","Booking path","partnership-revolut","ITM/partnership-revolut-itm.html","https://cc-content-static.pages.dev/ITM/partnership-revolut-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_BKN_JB_Revolut","{sfmc_email_base}_{market}"
"EDMMU_MU_Opp_JBAR_PriceQuote","ITM","","PQ Auto-Send","EDMMU_MU_Opp_JBAR_PriceQuote","Opportunity MQL Journey","PQ Auto-Send email","pq-auto-send","ITM/pq-auto-send-itm.html","https://cc-content-static.pages.dev/ITM/pq-auto-send-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_Opp_JBAR_PriceQuote","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_Email1_Resources","ITM","","Teacher - Email 1 Resources","EDMMU_MU_TCH_JB_Email1_Resources_ALL","Teacher Journey","Teacher path","teacher-email-1-resources","ITM/teacher-email-1-resources-itm.html","https://cc-content-static.pages.dev/ITM/teacher-email-1-resources-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_Email1_Resources","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_Email2_Webinars","ITM","","Teacher - Email 2 Webinars","EDMMU_MU_TCH_JB_Email2_Webinars_ALL","Teacher Journey","Teacher path","teacher-email-2-webinars","ITM/teacher-email-2-webinars-itm.html","https://cc-content-static.pages.dev/ITM/teacher-email-2-webinars-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_Email2_Webinars","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_Email3_GroupTravel","ITM","","Teacher - Email 3 Group Travel","EDMMU_MU_TCH_JB_Email3_GroupTravel_ALL","Teacher Journey","Teacher path","teacher-email-3-group-travel","ITM/teacher-email-3-group-travel-itm.html","https://cc-content-static.pages.dev/ITM/teacher-email-3-group-travel-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_Email3_GroupTravel","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_Email4_TTC","ITM","","Teacher - Email 4 Development","EDMMU_MU_TCH_JB_Email4_TTC_ALL","Teacher Journey","Teacher path","teacher-email-4-development","ITM/teacher-email-4-development-itm.html","https://cc-content-static.pages.dev/ITM/teacher-email-4-development-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_Email4_TTC","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_Email5_Careers","ITM","","Teacher - Email 5 Careers","EDMMU_MU_TCH_JB_Email5_Careers_ALL","Teacher Journey","Teacher path","teacher-email-5-careers","ITM/teacher-email-5-careers-itm.html","https://cc-content-static.pages.dev/ITM/teacher-email-5-careers-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_Email5_Careers","{sfmc_email_base}_{market}"
"EDMMU_MU_TCH_JB_TZAutoReply","ITM","","Teacher Zone AR","EDMMU_MU_TCH_JB_TZAutoReply_ALL","Autoreplies","Teacher path","teacher-zone-ar","ITM/teacher-zone-ar-itm.html","https://cc-content-static.pages.dev/ITM/teacher-zone-ar-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDMMU_MU_TCH_JB_TZAutoReply","{sfmc_email_base}_{market}"
"JBAR_MU_OPP_BR_Main_Autoreply","ITM","","Main AR - BR/CBR/CU/IR","JBAR_MU_OPP_BR_Main_Autoreply_ALL","Autoreplies","Main Autoreply","main-ar-br-cbr-cu-ir","ITM/main-ar-br-cbr-cu-ir-itm.html","https://cc-content-static.pages.dev/ITM/main-ar-br-cbr-cu-ir-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","JBAR_MU_OPP_BR_Main_Autoreply","{sfmc_email_base}_{market}"
"JBAR_MU_OPP_BR_Main_Autoreply_RefBlock","ITM","","Main AR - BR with referral block","JBAR_MU_OPP_BR_Main_Autoreply_RefBlock_ALL","Autoreplies","Main Autoreply","jbar-mu-opp-br-main-autoreply-refblock","ITM/jbar-mu-opp-br-main-autoreply-refblock.html","https://cc-content-static.pages.dev/ITM/jbar-mu-opp-br-main-autoreply-refblock.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","JBAR_MU_OPP_BR_Main_Autoreply_RefBlock","JBAR_MU_OPP_BR_Main_Autoreply"
"JBAR_MU_OPP_PQ_Main_Autoreply","ITM","","Main AR - PQ","JBAR_MU_OPP_PQ_Main_Autoreply_ALL","Autoreplies","Main Autoreply","main-ar-pq","ITM/main-ar-pq-itm.html","https://cc-content-static.pages.dev/ITM/main-ar-pq-itm.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","JBAR_MU_OPP_PQ_Main_Autoreply","{sfmc_email_base}_{market}"
"JBAR_MU_OPP_PQ_Main_Autoreply_RefBlock","ITM","","Main AR - PQ with referral block","JBAR_MU_OPP_PQ_Main_Autoreply_RefBlock_ALL","Autoreplies","Main Autoreply","jbar-mu-opp-pq-main-autoreply-refblock","ITM/jbar-mu-opp-pq-main-autoreply-refblock.html","https://cc-content-static.pages.dev/ITM/jbar-mu-opp-pq-main-autoreply-refblock.html","true","SFMC","GitHub static preview","github_folder_scan","ready","sfmc_email_base_slug","JBAR_MU_OPP_PQ_Main_Autoreply_RefBlock","JBAR_MU_OPP_PQ_Main_Autoreply"
"EDM_CEN_MU_BKN_BknConfirmation","JPT","","Booking Confirmation","EDM_CEN_MU_BKN_BknConfirmation_ALL","Autoreplies","Booking path","booking-confirmation","JPT/booking-confirmation-jpt.html","https://cc-content-static.pages.dev/JPT/booking-confirmation-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_BknConfirmation","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_CampusConnectRem","JPT","","Campus Connect - download reminder","EDM_CEN_MU_BKN_CampusConnectRem_ALL","Booking Journey","Booking path","campus-connect-download-reminder","JPT/campus-connect-download-reminder-jpt.html","https://cc-content-static.pages.dev/JPT/campus-connect-download-reminder-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_CampusConnectRem","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_CampusConnectTY","JPT","","Campus Connect - welcome","EDM_CEN_MU_BKN_CampusConnectTY_ALL","Booking Journey","Booking path","campus-connect-welcome","JPT/campus-connect-welcome-jpt.html","https://cc-content-static.pages.dev/JPT/campus-connect-welcome-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_CampusConnectTY","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_OfficeReview","JPT","","Booking advocacy - Google review","EDM_CEN_MU_BKN_OfficeReview_ALL","Booking Journey","Booking path","booking-advocacy-google-review","JPT/booking-advocacy-google-review-jpt.html","https://cc-content-static.pages.dev/JPT/booking-advocacy-google-review-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_OfficeReview","{sfmc_email_base}_{market}"
"EDM_CEN_MU_BKN_ThankYou","JPT","","Booking Thank You","EDM_CEN_MU_BKN_ThankYou_ALL","Autoreplies","Booking path","booking-thank-you","JPT/booking-thank-you-jpt.html","https://cc-content-static.pages.dev/JPT/booking-thank-you-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_BKN_ThankYou","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Lead_CNV_LeadJourney_Email1","JPT","","Lead Nurturing - Email 1","EDM_CEN_MU_Lead_CNV_LeadJourney_Email1_ALL","Lead Journey","Lead Nurturing path","lead-nurturing-email-1","JPT/lead-nurturing-email-1-jpt.html","https://cc-content-static.pages.dev/JPT/lead-nurturing-email-1-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Lead_CNV_LeadJourney_Email1","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Lead_CNV_LeadJourney_Email2","JPT","","Lead Nurturing - Email 2","EDM_CEN_MU_Lead_CNV_LeadJourney_Email2_ALL","Lead Journey","Lead Nurturing path","lead-nurturing-email-2","JPT/lead-nurturing-email-2-jpt.html","https://cc-content-static.pages.dev/JPT/lead-nurturing-email-2-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Lead_CNV_LeadJourney_Email2","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Lead_CNV_LeadJourney_Email3","JPT","","Lead Nurturing - Email 3","EDM_CEN_MU_Lead_CNV_LeadJourney_Email3_ALL","Lead Journey","Lead Nurturing path","lead-nurturing-email-3","JPT/lead-nurturing-email-3-jpt.html","https://cc-content-static.pages.dev/JPT/lead-nurturing-email-3-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Lead_CNV_LeadJourney_Email3","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Lead_CNV_LeadJourney_Email4","JPT","","Lead Nurturing - Email 4","EDM_CEN_MU_Lead_CNV_LeadJourney_Email4_ALL","Lead Journey","Lead Nurturing path","lead-nurturing-email-4","JPT/lead-nurturing-email-4-jpt.html","https://cc-content-static.pages.dev/JPT/lead-nurturing-email-4-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Lead_CNV_LeadJourney_Email4","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation","JPT","","Consultation 2.0 Confirmation","EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation_ALL","Autoreplies","Consultation 2.0: Autoreply and Reminder","consultation-2-0-confirmation","JPT/consultation-2-0-confirmation-jpt.html","https://cc-content-static.pages.dev/JPT/consultation-2-0-confirmation-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JB_Consultation2.0_Confirmation","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JB_Consultation2.0_Rem","JPT","","Consultation 2.0 Reminder","EDM_CEN_MU_Opp_JB_Consultation2.0_Rem_ALL","Autoreplies","Consultation 2.0: Autoreply and Reminder","consultation-2-0-reminder","JPT/consultation-2-0-reminder-jpt.html","https://cc-content-static.pages.dev/JPT/consultation-2-0-reminder-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JB_Consultation2.0_Rem","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR","JPT","","Referral AR - referee","EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR_ALL","Autoreplies","Referral: Referrer and referred autoreply","referral-ar-referee","JPT/referral-ar-referee-jpt.html","https://cc-content-static.pages.dev/JPT/referral-ar-referee-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JBCON_REFERRALS_Referee_AR","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification","JPT","","Referral AR - referrer notification","EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification_ALL","Autoreplies","Referral: Referrer and referred autoreply","referral-ar-referrer-notification","JPT/referral-ar-referrer-notification-jpt.html","https://cc-content-static.pages.dev/JPT/referral-ar-referrer-notification-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Opp_JBCON_REFERRALS_referrer-notification","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome","JPT","","TravelAgain Auto - Welcome Home","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-welcome-home","JPT/travelagain-auto-welcome-home-jpt.html","https://cc-content-static.pages.dev/JPT/travelagain-auto-welcome-home-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_1_WelcomeHome","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia","JPT","","TravelAgain Auto - Nostalgia","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-nostalgia","JPT/travelagain-auto-nostalgia-jpt.html","https://cc-content-static.pages.dev/JPT/travelagain-auto-nostalgia-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_2_Nostalgia","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits","JPT","","TravelAgain Auto - Benefits","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-benefits","JPT/travelagain-auto-benefits-jpt.html","https://cc-content-static.pages.dev/JPT/travelagain-auto-benefits-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_3_Benefits","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel","JPT","","TravelAgain Auto - Raise Level","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-raise-level","JPT/travelagain-auto-raise-level-jpt.html","https://cc-content-static.pages.dev/JPT/travelagain-auto-raise-level-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_4_RaiseLevel","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations","JPT","","TravelAgain Auto - Destinations","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations_ALL","Opportunity MQL Journey","""To Contact"" path (Returner travel again auto)","travelagain-auto-destinations","JPT/travelagain-auto-destinations-jpt.html","https://cc-content-static.pages.dev/JPT/travelagain-auto-destinations-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_5_Destinations","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months","JPT","","Returner nurturing - 6 month anniversary","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months_ALL","Returner Journey","Returner journey (no active opp)","returner-nurturing-6-month-anniversary","JPT/returner-nurturing-6-month-anniversary-jpt.html","https://cc-content-static.pages.dev/JPT/returner-nurturing-6-month-anniversary-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_6_6months","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months","JPT","","Returner nurturing - 1 year anniversary","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months_ALL","Returner Journey","Returner journey (no active opp)","returner-nurturing-1-year-anniversary","JPT/returner-nurturing-1-year-anniversary-jpt.html","https://cc-content-static.pages.dev/JPT/returner-nurturing-1-year-anniversary-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_Ret-TravelAgain_7_12months","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR","JPT","","Returner To Contact - AR","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-ar","JPT/returner-to-contact-ar-jpt.html","https://cc-content-static.pages.dev/JPT/returner-to-contact-ar-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email1_AR","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2","JPT","","Returner To Contact - Email 2","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-2","JPT/returner-to-contact-email-2-jpt.html","https://cc-content-static.pages.dev/JPT/returner-to-contact-email-2-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email2","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3","JPT","","Returner To Contact - Email 3","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-3","JPT/returner-to-contact-email-3-jpt.html","https://cc-content-static.pages.dev/JPT/returner-to-contact-email-3-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email3","{sfmc_email_base}_{market}"
"EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4","JPT","","Returner To Contact - Email 4","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4_ALL","Opportunity MQL Journey","""To Contact"" path (Returner)","returner-to-contact-email-4","JPT/returner-to-contact-email-4-jpt.html","https://cc-content-static.pages.dev/JPT/returner-to-contact-email-4-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_CEN_MU_Ret_JB_RetUnrOpp_Email4","{sfmc_email_base}_{market}"
"EDM_ILS_Opp_50plus2024_AR","JPT","","ILS 50+ AR","EDM_ILS_Opp_50plus2024_AR_ALL","Autoreplies","""To Contact"" path (50+)","ils-50-ar","JPT/ils-50-ar-jpt.html","https://cc-content-static.pages.dev/JPT/ils-50-ar-jpt.html","true","SFMC","GitHub static preview","github_folder_scan","ready","preview_slug","EDM_ILS_Opp_50plus2024_AR","{sfmc_email_base}_{market}"
